1.116268528978379848e+01,-8.900564762858220291e+00
9.414075534106949306e+00,-1.003091713118164385e+01
1.178546500331661306e+01,-9.809660580048808143e+00
8.667406289514987705e+00,-8.664793465001871198e+00
9.553433233446780193e+00,-9.269447665454542573e+00
1.056960612237497621e+01,-9.943798102835881281e+00
7.110282385585881215e+00,-8.670694370314681265e+00
9.130981656673444746e+00,-1.040811994261189355e+01
9.538297316850359309e+00,-1.081825710669926366e+01
9.444459089862556667e+00,-9.641054330075522927e+00
9.979864632148411019e+00,-9.941283939953075688e+00
9.849617775863936942e+00,-1.006943658824439680e+01
9.371873244156034843e+00,-1.038481626773715938e+01
1.132322085193282746e+01,-1.087432345744245588e+01
8.478649429988010411e+00,-8.803669331490549865e+00
9.562572131143308951e+00,-1.166119954697051497e+01
1.097057757954339863e+01,-8.834787921722972115e+00
1.002822264442477440e+01,-1.106966197764969984e+01
9.914217811347240783e+00,-9.091116459871336986e+00
1.038921440498494064e+01,-1.131750742099904627e+01
1.023668736771290355e+01,-9.344570044006651699e+00
9.855559773305927251e+00,-1.066037182391874083e+01
1.072222970080614601e+01,-9.008419231388247184e+00
1.036990685741019114e+01,-1.068322353597904772e+01
9.757933685518219491e+00,-8.878678804848318507e+00
-1.472063318420534506e+00,3.885512897170799174e-01
-5.961595457656964081e-01,-1.507667908325483197e-01
-1.146700131218601593e+00,-4.659766583327649703e-01
-2.474636433058852614e+00,-1.360515638761345292e+00
-6.135085784102680684e-01,-2.958576015729928385e-02
-2.163115140381018653e-01,-2.407672283420458637e-01
1.590145768486704414e+00,1.921899488987752092e+00
1.556143275651943103e+00,9.713576222834133245e-02
1.108450893483558630e+00,9.221937435779101189e-02
-1.097341844884773820e+00,1.885398059512571334e-01
-1.860605716377548902e+00,-6.377754224832054009e-01
-9.135788479772519732e-01,-3.584969825277225380e-02
1.245568911987127603e+00,1.121961730581606947e-01
8.785471836070449236e-02,1.210940803113523812e+00
4.234818950502445833e-01,1.440404754422964562e+00
-8.184830165686655112e-01,2.208443392845643949e+00
-1.542567837073775650e+00,-1.968025782629661879e+00
5.558821457316142078e-01,5.584536762740957005e-01
-3.690289705065543657e-01,-2.165123218058737087e-01
-1.047338280036118618e+00,-6.777807532895503695e-02
1.817991624751828794e-02,2.663276693108868609e-01
8.818775057561617503e-01,1.285823463279551548e+00
8.818614952429334464e-01,1.101061661497308997e+00
1.026243185128328239e+00,-5.955143377244106473e-01
-3.813091793461818035e-01,1.551582872246504985e-01
